NU_ANO_CENSO,NO_REGIAO_IES,CO_REGIAO_IES,NO_UF_IES,SG_UF_IES,CO_UF_IES,NO_MUNICIPIO_IES,CO_MUNICIPIO_IES,IN_CAPITAL_IES,NO_MESORREGIAO_IES,CO_MESORREGIAO_IES,NO_MICRORREGIAO_IES,CO_MICRORREGIAO_IES,TP_ORGANIZACAO_ACADEMICA,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,IN_COMUNITARIA,IN_CONFESSIONAL,NO_MANTENEDORA,CO_MANTENEDORA,CO_IES,NO_IES,SG_IES,DS_ENDERECO_IES,DS_NUMERO_ENDERECO_IES,DS_COMPLEMENTO_ENDERECO_IES,NO_BAIRRO_IES,NU_CEP_IES,QT_TEC_TOTAL,QT_TEC_FUNDAMENTAL_INCOMP_FEM,QT_TEC_FUNDAMENTAL_INCOMP_MASC,QT_TEC_FUNDAMENTAL_COMP_FEM,QT_TEC_FUNDAMENTAL_COMP_MASC,QT_TEC_MEDIO_FEM,QT_TEC_MEDIO_MASC,QT_TEC_SUPERIOR_FEM,QT_TEC_SUPERIOR_MASC,QT_TEC_ESPECIALIZACAO_FEM,QT_TEC_ESPECIALIZACAO_MASC,QT_TEC_MESTRADO_FEM,QT_TEC_MESTRADO_MASC,QT_TEC_DOUTORADO_FEM,QT_TEC_DOUTORADO_MASC,IN_ACESSO_PORTAL_CAPES,IN_ACESSO_OUTRAS_BASES,IN_ASSINA_OUTRA_BASE,IN_REPOSITORIO_INSTITUCIONAL,IN_BUSCA_INTEGRADA,IN_SERVICO_INTERNET,IN_PARTICIPA_REDE_SOCIAL,IN_CATALOGO_ONLINE,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,QT_DOC_TOTAL,QT_DOC_EXE,QT_DOC_EX_FEMI,QT_DOC_EX_MASC,QT_DOC_EX_SEM_GRAD,QT_DOC_EX_GRAD,QT_DOC_EX_ESP,QT_DOC_EX_MEST,QT_DOC_EX_DOUT,QT_DOC_EX_INT,QT_DOC_EX_INT_DE,QT_DOC_EX_INT_SEM_DE,QT_DOC_EX_PARC,QT_DOC_EX_HOR,QT_DOC_EX_0_29,QT_DOC_EX_30_34,QT_DOC_EX_35_39,QT_DOC_EX_40_44,QT_DOC_EX_45_49,QT_DOC_EX_50_54,QT_DOC_EX_55_59,QT_DOC_EX_60_MAIS,QT_DOC_EX_BRANCA,QT_DOC_EX_PRETA,QT_DOC_EX_PARDA,QT_DOC_EX_AMARELA,QT_DOC_EX_INDIGENA,QT_DOC_EX_COR_ND,QT_DOC_EX_BRA,QT_DOC_EX_EST,QT_DOC_EX_COM_DEFICIENCIA
2023,Sudeste,3,São Paulo,SP,35,Sorocaba,3552205,0,Macro Metropolitana Paulista,12,Sorocaba,46,3,1,2,0,0,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,33,33,FACULDADE DE TECNOLOGIA DE SOROCABA,FATEC SO,AVENIDA ENGENHEIRO CARLOS REINALDO MENDES,2.015,-,ALTO DA BOA VISTA,18013280.0,53,1,0,0,0,4,5,15,8,7,8,0,4,0,1,0,0,0,1,0,1,0,0,0,0,162,159,42,117,0,0,35,72,52,15,10,5,77,67,1,6,7,19,11,29,25,61,125,2,7,2,0,23,159,0,1
2023,Sudeste,3,São Paulo,SP,35,São Paulo,3550308,1,Metropolitana de São Paulo,15,São Paulo,61,3,1,2,0,0,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,33,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,FATEC-SP,Praça Coronel Fernando Prestes,30,-,BOM RETIRO,1124060.0,71,0,1,3,1,25,10,23,4,3,1,0,0,0,0,0,0,0,1,1,1,0,1,77,0,569,569,254,315,0,2,110,265,192,81,14,67,201,287,2,7,33,60,79,87,97,204,473,6,28,33,0,29,567,2,3
2023,Sudeste,3,São Paulo,SP,35,Americana,3501608,0,Campinas,7,Campinas,32,3,1,2,0,0,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,33,35,"FACULDADE DE TECNOLOGIA DE AMERICANA ""MINISTRO RALPH BIASI""",FATEC-AM,Rua Emílio de Menezes,s/n,-,Vila Amorim,13469111.0,14,0,0,0,0,2,1,6,1,3,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,143,141,35,106,0,0,39,64,38,14,4,10,79,48,1,6,21,17,19,23,19,35,135,0,6,0,0,0,140,1,0
2023,Sudeste,3,São Paulo,SP,35,Santos,3548500,0,Metropolitana de São Paulo,15,Santos,63,3,1,2,0,0,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,33,36,FACULDADE DE TECNOLOGIA RUBENS LARA,FATEC-BS,Avenida Bartolomeu de Gusmão 110 Fatec - Faculdade de Tecnólogia da Baixada Santista,110,-,Aparecida,11045908.0,24,0,0,0,0,2,4,8,8,0,2,0,0,0,0,0,0,0,1,0,1,1,1,21,0,117,114,36,78,0,0,24,56,34,11,0,11,0,103,0,7,6,16,19,15,14,37,90,4,18,0,0,2,114,0,0
2023,Sudeste,3,São Paulo,SP,35,Jaú,3525300,0,Bauru,4,Jaú,21,3,1,2,0,0,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,33,37,FACULDADE DE TECNOLOGIA DE JAHU,FATEC-JAHU,Rua Frei Galvão,S/N,-,JARDIM PEDRO OMETTO,17212599.0,31,0,0,0,0,3,3,12,5,1,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,96,94,30,64,0,0,21,39,34,30,23,7,29,35,0,4,12,11,14,14,13,26,82,1,1,1,0,9,94,0,0
2023,Sudeste,3,São Paulo,SP,35,Campinas,3509502,0,Campinas,7,Campinas,32,1,1,2,0,0,UNIVERSIDADE ESTADUAL DE CAMPINAS,12575,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Cidade Universitária,S/N,-,BARÃO GERALDO,13083970.0,3544,9,35,18,72,261,516,746,767,404,315,132,117,86,66,1,0,1,1,1,1,1,1,2915,704896,1855,1799,685,1114,2,6,4,19,1768,1639,1631,8,160,0,1,43,164,288,266,230,256,551,1539,30,74,38,4,114,1703,96,13
2023,Sudeste,3,São Paulo,SP,35,São Paulo,3550308,1,Metropolitana de São Paulo,15,São Paulo,61,1,1,2,0,0,UNIVERSIDADE DE SAO PAULO,15715,55,UNIVERSIDADE DE SÃO PAULO,USP,Rua da Reitoria,374,-,Butantã,5508220.0,8835,50,156,87,147,1488,1754,1432,1076,868,508,351,275,400,243,1,0,1,1,1,1,1,1,15447,576750,5623,5597,2129,3468,0,0,0,51,5546,5254,4737,517,343,0,19,136,311,546,773,855,951,2006,5073,211,7,162,5,139,5331,266,0
2023,Sudeste,3,São Paulo,SP,35,São Paulo,3550308,1,Metropolitana de São Paulo,15,São Paulo,61,1,1,2,0,0,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,17109,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Rua Quirino de Andrade,215,-,Centro,1049010.0,3396,1,1,3,5,118,236,644,616,710,494,174,146,142,106,1,0,1,1,1,1,1,1,35,308537,3035,3020,1248,1772,0,2,1,20,2997,2860,2844,16,160,0,8,107,209,467,417,474,539,799,1190,19,56,30,0,1725,2931,89,2
2023,Sudeste,3,São Paulo,SP,35,São Bernardo do Campo,3548708,0,Metropolitana de São Paulo,15,São Paulo,61,3,1,7,0,0,FACULDADE DE DIREITO DE SAO BERNARDO DO CAMPO,17532,58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO,FDSBC,Rua Java,425,-,JARDIM DO MAR,9750650.0,96,0,1,0,0,2,10,34,18,18,7,0,2,2,2,0,0,1,0,0,1,0,1,36,0,55,55,19,36,0,0,1,12,42,5,0,5,26,24,0,1,5,4,19,6,12,8,45,1,1,2,0,6,55,0,0
2023,Sudeste,3,São Paulo,SP,35,Franca,3516200,0,Ribeirão Preto,2,Franca,12,3,1,3,0,0,FACULDADE DE DIREITO DE FRANCA,49,59,FACULDADE DE DIREITO DE FRANCA,FDF,Avenida Major Nicácio,2377,-,SÃO JOSÉ,14401135.0,29,0,0,0,0,6,5,5,12,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1270,3615,36,36,12,24,0,0,0,17,19,11,0,11,15,10,1,1,3,1,3,6,7,14,35,0,0,1,0,0,36,0,0
2023,Sudeste,3,São Paulo,SP,35,Franca,3516200,0,Ribeirão Preto,2,Franca,12,2,1,7,0,0,CENTRO UNIVERSITARIO MUNICIPAL DE FRANCA,2234,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,UNI-FACEF,Avenida Major Nicácio,2433,-,SÃO JOSÉ,14401135.0,44,0,0,0,0,1,0,13,10,8,3,4,4,1,0,1,0,0,1,1,1,0,1,13,28455,208,196,102,94,0,0,41,91,64,49,10,39,57,90,5,10,35,24,29,29,17,47,185,1,3,0,0,7,196,0,0
2023,Sudeste,3,São Paulo,SP,35,Piracicaba,3538709,0,Piracicaba,6,Piracicaba,28,3,1,3,0,0,FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA,52,67,ESCOLA DE ENGENHARIA DE PIRACICABA,EEP/FUMEP,Avenida Monsenhor Martinho Salgot,560,-,Areião,13414040.0,51,0,0,1,0,0,3,14,13,10,8,1,0,0,1,0,0,1,0,1,1,1,1,23,18021,86,82,19,63,0,0,5,42,35,9,0,9,8,65,0,0,4,12,9,9,18,30,44,0,2,0,0,36,82,0,0
2023,Sudeste,3,São Paulo,SP,35,Penápolis,3537305,0,Araçatuba,3,Birigui,18,3,2,5,0,0,FUNDACAO EDUCACIONAL DE PENAPOLIS,53,68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,FAFIPE,AV SÃO JOSÉ,400,-,VILA MARTINS,16300000.0,73,0,1,4,0,11,13,24,9,4,3,1,1,0,2,1,0,1,1,0,1,1,1,408,13379,113,109,47,62,0,0,27,33,49,35,0,35,58,16,2,10,31,28,13,9,9,7,102,0,6,1,0,0,109,0,0
2023,Sudeste,3,São Paulo,SP,35,São José do Rio Pardo,3549706,0,Campinas,7,São João da Boa Vista,30,3,1,3,0,0,FACULDADE DE FILOS CIENC E LETRAS DE S J DO RIO PARDO,17227,74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,FFCL,Rua Jorge Tibiriça,451,-,CENTRO,13720000.0,14,0,1,0,0,2,0,2,6,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,34,33,11,22,0,0,17,8,8,1,0,1,0,32,4,5,5,3,5,3,5,3,26,1,4,0,0,2,33,0,0
2023,Sudeste,3,Rio de Janeiro,RJ,33,Cabo Frio,3300704,0,Baixadas,4,Lagos,10,3,2,5,0,0,FUNDACAO EDUCACIONAL DA REGIAO DOS LAGOS,61,77,FACULDADE DA REGIÃO DOS LAGOS,FERLAGOS,Avenida Professora Júlia Kubitschek,80,-,JARDIM FLAMBOYANT,28905000.0,6,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,742,16231,21,9,7,2,0,0,0,5,4,4,0,4,5,0,1,1,1,3,1,1,1,0,4,0,5,0,0,0,9,0,0
2023,Sudeste,3,Espírito Santo,ES,32,Alegre,3200201,0,Sul Espírito-santense,4,Alegre,11,3,1,3,0,0,PREFEITURA MUNICIPAL DE ALEGRE,62,78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,FAFIA,Rua Belo Amorim,100,-,Centro,29500000.0,13,0,0,1,1,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,28,28,17,11,0,0,14,12,2,14,0,14,11,3,1,2,5,6,3,3,4,4,16,0,8,4,0,0,28,0,0
2023,Sudeste,3,São Paulo,SP,35,Catanduva,3511102,0,São José do Rio Preto,1,Catanduva,5,3,1,3,0,0,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,63,79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,IMES CATANDUVA,Av. Daniel Dalto S/N,S/N,Rodovia Washington Luis SP 310 - KM 382,Rural,15800970.0,27,0,0,0,3,5,3,3,8,2,1,0,2,0,0,1,0,0,0,1,1,1,1,0,0,79,79,39,40,0,0,26,31,22,2,0,2,18,59,4,19,14,12,9,10,4,7,70,4,3,2,0,0,79,0,0
2023,Sudeste,3,São Paulo,SP,35,Jundiaí,3525904,0,Macro Metropolitana Paulista,12,Jundiaí,47,3,1,3,0,0,MUNICIPIO DE JUNDIAI,74,93,FACULDADE DE MEDICINA DE JUNDIAÍ,FMJ,Rua Francisco Telles,250,-,VILA ARENS,13202550.0,66,0,0,0,0,23,16,14,11,2,0,0,0,0,0,1,0,1,0,1,1,1,1,23415,4233,159,157,68,89,0,0,10,48,99,1,0,1,156,0,1,7,8,31,24,23,22,41,154,0,1,2,0,0,157,0,1
2023,Sudeste,3,São Paulo,SP,35,Jundiaí,3525904,0,Macro Metropolitana Paulista,12,Jundiaí,47,3,1,3,0,0,MUNICIPIO DE JUNDIAI,74,94,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,ESEFJ,Rua Rodrigo Soares de Oliveira,S/N,-,ANHANGABAU,13208120.0,22,0,0,1,0,6,2,2,9,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,12,12,2,10,0,0,0,6,6,0,0,0,0,12,0,1,1,1,2,1,2,4,10,0,1,0,0,1,12,0,0
2023,Sudeste,3,Minas Gerais,MG,31,Conselheiro Lafaiete,3118304,0,Metropolitana de Belo Horizonte,7,Conselheiro Lafaiete,34,3,2,5,0,0,FUNDACAO MUNICIPAL DE ENSINO SUPERIOR DE CONS LAFAIETE,77,99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,FDCL,Rua Rua Lopes Franco - 473/474 ao fim,1001,-,Carijós,36406119.0,33,2,0,4,1,5,1,6,5,4,4,1,0,0,0,0,0,0,1,0,1,1,1,1,44,34,34,11,23,0,0,5,18,11,1,0,1,5,28,1,6,3,4,4,5,5,6,17,1,8,0,0,8,33,1,0
2023,Sudeste,3,Minas Gerais,MG,31,São João del Rei,3162500,0,Campo das Vertentes,11,São João Del Rei,58,1,1,1,0,0,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,81,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Praça Frei Orlando,170,-,Centro,36307352.0,493,0,1,1,4,5,14,19,44,125,107,77,66,15,15,1,0,0,0,1,1,1,1,0,13456,961,928,397,531,0,5,47,103,773,915,807,108,13,0,4,47,125,212,200,144,109,87,64,4,13,1,1,845,909,19,1
2023,Sudeste,3,São Paulo,SP,35,Andradina,3502101,0,Araçatuba,3,Andradina,16,3,2,5,0,0,CEISP SERVICOS EDUCACIONAIS LTDA,16878,109,FACULDADES INTEGRADAS RUI BARBOSA,FIRB,Rua Rodrigues Alves,756,-,Centro,16900900.0,9,0,0,3,0,0,1,2,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,22203,13336,37,37,19,18,0,0,17,14,6,8,0,8,29,0,2,10,7,8,3,2,3,2,31,0,4,0,0,2,37,0,0
2023,Sudeste,3,São Paulo,SP,35,Araraquara,3503208,0,Araraquara,5,Araraquara,24,1,2,5,0,0,ASSOCIACAO SAO BENTO DE ENSINO,88,124,UNIVERSIDADE DE ARARAQUARA,UNIARA,Rua Voluntários da Pátria,1309,-,Centro,14801320.0,300,0,3,1,6,84,52,60,42,20,17,3,8,1,3,1,0,1,0,1,1,1,1,31,7800,439,439,212,227,0,0,93,147,199,179,0,179,77,183,6,22,78,67,61,75,48,82,408,2,7,4,0,18,438,1,0
2023,Sudeste,3,São Paulo,SP,35,Araras,3503307,0,Piracicaba,6,Limeira,27,2,2,5,0,0,ASSOCIACAO EDUCACIONAL DE ARARAS,89,125,CENTRO UNIVERSITÁRIO DE ARARAS -,UNAR,Avenida Ernani Lacerda de Oliveira,100,-,Parque Santa Cândida,13603112.0,58,1,1,0,1,12,4,14,3,14,3,0,3,1,1,0,0,1,0,0,0,1,1,83,3000,59,57,18,39,0,0,13,30,14,15,0,15,25,17,1,3,13,12,8,12,5,3,51,0,1,0,0,5,56,1,0
2023,Sudeste,3,Minas Gerais,MG,31,Santa Rita do Sapucaí,3159605,0,Sul/Sudoeste de Minas,10,Santa Rita do Sapucaí,53,3,2,5,0,0,FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES,90,126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,INATEL,Avenida João de Camargo,510,-,Centro,37540000.0,812,5,4,16,21,56,131,151,287,38,54,6,34,3,6,1,0,0,1,0,1,1,1,311,640,70,70,11,59,0,0,8,37,25,40,0,40,10,20,4,11,5,12,13,13,10,2,55,0,2,2,0,11,69,1,0
2023,Sudeste,3,São Paulo,SP,35,Batatais,3505906,0,Ribeirão Preto,2,Batatais,15,2,2,5,1,0,ACAO EDUCACIONAL CLARETIANA,780,135,Claretiano - Centro Universitário,CLARETIANOBT,Rua Dom Bosco,466,-,Castelo,14300172.0,439,8,13,14,6,49,32,126,43,94,31,7,11,4,1,0,0,1,1,1,1,0,1,2394,21096,210,210,109,101,0,0,32,92,86,66,0,66,105,39,7,17,33,45,43,25,24,16,190,4,13,0,1,2,210,0,0
2023,Sudeste,3,São Paulo,SP,35,Bauru,3506003,0,Bauru,4,Bauru,20,2,2,5,0,1,INSTITUTO DAS APOSTOLAS DO SAGRADO CORACAO DE JESUS,97,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Rua Irmã Arminda,out/50,-,Jardim Brasil,17011160.0,142,4,3,13,5,33,28,18,13,11,7,1,0,5,1,1,0,0,1,1,1,1,0,29,18075,196,196,115,81,0,1,9,82,104,37,0,37,109,50,6,26,45,47,28,22,13,9,144,1,6,3,0,42,196,0,2
2023,Sudeste,3,São Paulo,SP,35,Ribeirão Preto,3543402,0,Ribeirão Preto,2,Ribeirão Preto,14,2,2,5,0,0,ORGANIZACAO EDUCACIONAL BARAO DE MAUA,98,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,CBM,Rua Ramos de Azevedo,423,-,Jardim Paulista,14090180.0,344,0,0,18,8,100,70,55,36,25,5,9,6,6,6,0,0,1,1,1,1,0,1,22000,22140,345,337,197,140,0,0,54,122,161,71,0,71,185,81,5,35,60,58,69,47,30,33,311,1,16,7,2,0,336,1,0
2023,Sudeste,3,Rio de Janeiro,RJ,33,Vassouras,3306206,0,Metropolitana do Rio de Janeiro,6,Vassouras,14,1,2,5,0,0,FUNDACAO EDUCACIONAL SEVERINO SOMBRA,100,140,UNIVERSIDADE DE VASSOURAS,UNIVASSOURAS,AVENIDA EXPEDICIONÁRIO OSWALDO DE ALMEIDA RAMOS,280,BLOCO 7,CENTRO,27700000.0,1607,50,93,46,77,495,300,207,136,82,50,25,32,5,9,1,0,1,1,1,1,0,1,6,1452,461,461,217,244,0,0,84,232,145,180,0,180,230,51,23,47,79,84,71,51,48,58,369,26,64,2,0,0,459,2,0
